url,image_url,name,price
https://www.glassesshop.com/eyeglasses/fp1988,"https://res.glassesshop.com/products/202106/60bdd7a9093d3.jpg?im=Resize,width=600,height=300",Labrador - Crystal,$12.95
https://www.glassesshop.com/eyeglasses/fp2086,"https://res.glassesshop.com/products/202005/5eb8b58e68ce6.jpg?im=Resize,width=600,height=300",Annabelle - Crystal,$26.95
https://www.glassesshop.com/eyeglasses/sm0898,"https://res.glassesshop.com/products/202009/5f5f30ccc7b43.jpg?im=Resize,width=600,height=300",Stephen - Black/Gunmetal,$12.95
https://www.glassesshop.com/sunglasses/sup1280,"https://res.glassesshop.com/products/202209/63156d9947447.jpg?im=Resize,width=600,height=300",Chamomile - Black,$26.95
https://www.glassesshop.com/eyeglasses/fp2124,"https://res.glassesshop.com/products/202008/5f30d30f5d6a5.jpg?im=Resize,width=600,height=300",Salinas - Tortoise,$26.95
https://www.glassesshop.com/eyeglasses/fp1762,"https://res.glassesshop.com/products/201808/5b7e0ee291eff.jpg?im=Resize,width=600,height=300",Arlene - Burgundy,$26.95
https://www.glassesshop.com/eyeglasses/fp0989,"https://res.glassesshop.com/products/202101/5ff15557c070f.jpg?im=Resize,width=600,height=300",Hillsborough - Black/Chocolate,$19.95
https://www.glassesshop.com/eyeglasses/fm1700,"https://res.glassesshop.com/products/202202/620a04418414b.jpg?im=Resize,width=600,height=300",John - Black,$29.95
https://www.glassesshop.com/eyeglasses/fz2079,"https://res.glassesshop.com/products/202307/64a7c79fa3309.jpg?im=Resize,width=600,height=300",Whitehorse - Green Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/rm0307,"https://res.glassesshop.com/products/202112/61adc0828c9a3.jpg?im=Resize,width=600,height=300",Richfield - Rose Gold,$29.95
https://www.glassesshop.com/eyeglasses/ft0326,"https://res.glassesshop.com/products/201908/5d4d180867511.jpg?im=Resize,width=600,height=300",Dubois - Golden,$49.95
https://www.glassesshop.com/sunglasses/sup1255,"https://res.glassesshop.com/products/202109/613efc5750d9b.jpg?im=Resize,width=600,height=300",Schenectady - Petal Tortoise,$29.95
https://www.glassesshop.com/eyeglasses/fp1938,"https://res.glassesshop.com/products/202204/624d30c1d7489.jpg?im=Resize,width=600,height=300",Abina - Purple/Floral,$19.95
https://www.glassesshop.com/eyeglasses/fp1363,"https://res.glassesshop.com/products/202102/6023752dda9dd.jpg?im=Resize,width=600,height=300",Evansville - Black,$19.95
https://www.glassesshop.com/eyeglasses/fp2421,"https://res.glassesshop.com/products/202108/6110ab60e3f94.jpg?im=Resize,width=600,height=300",Amos - MBlack,$45.95
https://www.glassesshop.com/sunglasses/sup1014,"https://res.glassesshop.com/products/202009/5f5f31cf1a282.jpg?im=Resize,width=600,height=300",Elroy - Black,$29.95
